Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"BARRAMUNDI GROUP";SGXZ33675836;BARRA;"Euronext Growth Oslo";NOK;1,16;1,16;0,86;0,99;"23/02/2024 16:01";CET;40622;39984,70;0,99;23/02/2024
BEERENBERG;NO0013017574;BBERG;"Euronext Growth Oslo";NOK;18,50;20,00;18,498;19,25;"23/02/2024 16:25";CET;207379;3927691,466;19,25;23/02/2024
BELSHIPS;NO0003094104;BELCO;"Oslo Børs";NOK;22,50;22,65;21,65;21,65;"23/02/2024 16:26";CET;404080;8883840,30;21,65;23/02/2024
"BENCHMARK HOLDINGS";GB00BGHPT808;BMK;"Euronext Growth Oslo";NOK;5,80;5,80;5,80;5,80;"19/02/2024 15:51";CET;1050;6090,00;5,80;23/02/2024
"BERGEN CARBON SOL";NO0010950249;BCS;"Euronext Growth Oslo";NOK;10,00;10,58;10,00;10,42;"23/02/2024 16:25";CET;13261;136357,50;10,42;23/02/2024
BERGENBIO;NO0010650013;BGBIO;"Oslo Børs";NOK;0,22;0,2315;0,21;0,228;"23/02/2024 16:25";CET;74368273;16582984,4475;0,228;23/02/2024
"BerGenBio TR";NO0012921495;BGBIS;"Oslo Børs";NOK;0,085;0,085;0,076;0,082;"23/02/2024 16:25";CET;1550887;123589,2623;0,082;23/02/2024
BEWI;NO0010890965;BEWI;"Oslo Børs";NOK;26,00;26,75;25,50;26,30;"23/02/2024 16:25";CET;154828;4047051,20;26,30;23/02/2024
"BIEN SPAREBANK";NO0012706763;BIEN;"Oslo Børs";NOK;84,00;84,00;84,00;84,00;"23/02/2024 13:19";CET;132;11088,00;84,00;23/02/2024
"BIOFISH HOLDING";NO0010955198;BFISH;"Euronext Growth Oslo";NOK;1,31;1,33;1,31;1,33;"23/02/2024 14:51";CET;108350;143938,50;1,33;23/02/2024
"BLACK SEA PROPERTY";NO0010755101;BSP;"Euronext Growth Oslo";NOK;0,284;0,284;0,282;0,282;"23/02/2024 10:55";CET;9796;2781,064;0,282;23/02/2024
BLUENORD;NO0010379266;BNOR;"Oslo Børs";NOK;531,00;535,00;515,00;519,00;"23/02/2024 16:26";CET;12089;6331048,00;519,00;23/02/2024
BONHEUR;NO0003110603;BONHR;"Oslo Børs";NOK;219,00;219,50;216,00;219,00;"23/02/2024 16:25";CET;16754;3653482,50;219,00;23/02/2024
BORGESTAD;NO0003111700;BOR;"Oslo Børs";NOK;0,286;0,293;0,283;0,293;"23/02/2024 16:13";CET;795620;230276,454;0,293;23/02/2024
"BORR DRILLING";BMG1466R1732;BORR;"Oslo Børs";NOK;67,70;67,70;65,20;65,80;"23/02/2024 16:25";CET;493638;32702907,55;65,80;23/02/2024
BORREGAARD;NO0010657505;BRG;"Oslo Børs";NOK;182,60;184,60;181,20;184,40;"23/02/2024 16:25";CET;24751;4532297,00;184,40;23/02/2024
BOUVET;NO0010360266;BOUV;"Oslo Børs";NOK;62,20;62,70;61,20;62,70;"23/02/2024 16:25";CET;22911;1425385,20;62,70;23/02/2024
"BW ENERGY LIMITED";BMG0702P1086;BWE;"Oslo Børs";NOK;26,25;26,70;26,25;26,70;"23/02/2024 16:25";CET;40538;1075613,50;26,70;23/02/2024
"BW LPG";BMG173841013;BWLPG;"Oslo Børs";NOK;135,10;139,30;134,70;135,40;"23/02/2024 16:27";CET;444262;60518187,1558;135,40;23/02/2024
"BW OFFSHORE LTD";BMG1738J1247;BWO;"Oslo Børs";NOK;22,90;23,18;22,50;22,68;"23/02/2024 16:25";CET;141637;3214991,14;22,68;23/02/2024
BYGGMA;NO0003087603;BMA;"Oslo Børs";NOK;19,00;19,00;19,00;19,00;"23/02/2024 16:25";CET;1711;32509,00;19,00;23/02/2024
CADELER;DK0061412772;CADLR;"Oslo Børs";NOK;43,88;44,50;43,50;44,18;"23/02/2024 16:25";CET;272508;12015941,40;44,18;23/02/2024
CAMBI;NO0010078850;CAMBI;"Euronext Growth Oslo";NOK;17,55;17,55;17,15;17,50;"23/02/2024 16:25";CET;22632;391668,75;17,50;23/02/2024
"CAPSOL TECHNOLOGI";NO0010923121;CAPSL;"Euronext Growth Oslo";NOK;13,00;13,00;12,40;12,60;"23/02/2024 16:25";CET;21147;265855,65;12,60;23/02/2024
CARASENT;NO0010123060;CARA;"Oslo Børs";NOK;10,12;10,84;10,02;10,42;"23/02/2024 16:27";CET;249665;2585428,92;10,42;23/02/2024
"CIRCA GROUP";NO0010917594;CIRCA;"Euronext Growth Oslo";NOK;1,40;1,415;1,20;1,355;"23/02/2024 16:29";CET;542254;698910,72;1,355;23/02/2024
"CIRCIO HOLDING";NO0013033795;CRNA;"Oslo Børs";NOK;5,80;6,299;5,781;6,00;"23/02/2024 16:25";CET;25893;151539,44;6,00;23/02/2024
"CLEAN SEAS SEAFOOD";AU000000CSS3;CSS;"Euronext Growth Oslo";NOK;2,52;2,52;2,52;2,52;"19/02/2024 13:13";CET;300;756,00;2,52;23/02/2024
"CLOUDBERRY CLEAN";NO0010876642;CLOUD;"Oslo Børs";NOK;9,02;9,05;8,90;9,02;"23/02/2024 16:25";CET;190147;1704530,56;9,02;23/02/2024
"CODELAB CAPITAL";NO0010895667;CODE;"Euronext Growth Oslo";NOK;0,45;0,456;0,394;0,43;"23/02/2024 16:25";CET;276241;118956,842;0,43;23/02/2024
CONTEXTVISION;SE0014731154;CONTX;"Oslo Børs";NOK;6,90;7,04;6,76;6,86;"23/02/2024 13:58";CET;32877;228111,78;6,86;23/02/2024
"COOL COMPANY";BMG2415A1137;CLCO;"Euronext Growth Oslo";NOK;121,90;122,90;119,40;120,70;"23/02/2024 16:25";CET;63682;7704203,40;120,70;23/02/2024
"CRAYON GROUP HOLD";NO0010808892;CRAYN;"Oslo Børs";NOK;80,55;81,95;79,40;80,65;"23/02/2024 16:25";CET;343279;27687888,80;80,65;23/02/2024
CYVIZ;NO0010015175;CYVIZ;"Euronext Growth Oslo";NOK;34,80;35,60;34,80;35,60;"23/02/2024 10:02";CET;200;6978,40;35,60;23/02/2024
"DEEP VALUE DRILLER";NO0010955917;DVD;"Euronext Growth Oslo";NOK;22,85;23,00;22,60;22,70;"23/02/2024 16:25";CET;43450;986441,15;22,70;23/02/2024
"DESERT CONTROL";NO0010963275;DSRT;"Euronext Growth Oslo";NOK;7,00;7,19;6,68;7,09;"23/02/2024 16:25";CET;61003;418216,29;7,09;23/02/2024
"DNB BANK";NO0010161896;DNB;"Oslo Børs";NOK;206,30;207,30;205,40;207,30;"23/02/2024 16:28";CET;1126023;232942416,90;207,30;23/02/2024
DNO;NO0003921009;DNO;"Oslo Børs";NOK;9,15;9,165;8,895;8,935;"23/02/2024 16:29";CET;1900231;17038931,33;8,935;23/02/2024
"DOF GROUP";NO0012851874;DOFG;"Oslo Børs";NOK;63,50;64,50;61,30;63,77;"23/02/2024 16:28";CET;2045111;129849619,88;63,77;23/02/2024
"DOLPHIN DRILLING";NO0012595950;DDRIL;"Euronext Growth Oslo";NOK;7,18;7,20;6,85;7,19;"23/02/2024 16:29";CET;778173;5460349,55;7,19;23/02/2024
"EAM SOLAR";NO0010607781;EAM;"Euronext Expand Oslo";NOK;16,35;17,15;16,15;17,15;"23/02/2024 16:29";CET;74358;1242042,45;17,15;23/02/2024
"ECIT AS B-AKSJER";NO0010939804;ECIT;"Euronext Growth Oslo";NOK;7,32;7,32;7,14;7,14;"23/02/2024 16:25";CET;32825;239517,92;7,14;23/02/2024
"EDDA WIND";NO0010998529;EWIND;"Oslo Børs";NOK;22,10;22,10;21,60;21,95;"23/02/2024 16:25";CET;23742;519581,90;21,95;23/02/2024
"EIDESVIK OFFSHORE";NO0010263023;EIOF;"Oslo Børs";NOK;13,12;13,20;13,00;13,00;"23/02/2024 16:29";CET;207732;2706809,84;13,00;23/02/2024
"ELECTROMAGNET GEO";NO0010358484;EMGS;"Oslo Børs";NOK;2,49;2,50;2,41;2,45;"23/02/2024 16:25";CET;67196;164414,45;2,45;23/02/2024
ELEKTROIMPORTØREN;NO0010911902;ELIMP;"Euronext Growth Oslo";NOK;8,54;8,70;8,50;8,70;"23/02/2024 16:25";CET;67501;576480,56;8,70;23/02/2024
ELKEM;NO0010816093;ELK;"Oslo Børs";NOK;19,47;19,66;19,15;19,31;"23/02/2024 16:25";CET;987544;19055467,01;19,31;23/02/2024
"ELLIPTIC LABORATOR";NO0010722283;ELABS;"Oslo Børs";NOK;14,00;14,00;13,50;13,52;"23/02/2024 16:25";CET;132586;1804255,52;13,52;23/02/2024
"ELMERA GROUP";NO0010815673;ELMRA;"Oslo Børs";NOK;29,80;30,90;29,80;30,56;"23/02/2024 16:26";CET;283584;8637195,56;30,56;23/02/2024
ELOPAK;NO0011002586;ELO;"Oslo Børs";NOK;32,25;35,45;32,15;34,40;"23/02/2024 16:25";CET;880585;29804792,20;34,40;23/02/2024
ENDÚR;NO0012555459;ENDUR;"Oslo Børs";NOK;39,80;39,80;36,70;37,50;"23/02/2024 16:25";CET;28025;1048943,10;37,50;23/02/2024
ENERGEIA;NO0012697715;ENERG;"Euronext Growth Oslo";NOK;1,15;1,21;1,15;1,21;"23/02/2024 15:49";CET;84859;99501,87;1,21;23/02/2024
"ENSURGE MICROPOWER";NO0012450008;ENSU;"Oslo Børs";NOK;0,3015;0,304;0,2705;0,29;"23/02/2024 16:26";CET;169332074;48490618,338;0,29;23/02/2024
ENTRA;NO0010716418;ENTRA;"Oslo Børs";NOK;107,00;107,60;106,00;106,50;"23/02/2024 16:25";CET;39469;4197016,10;106,50;23/02/2024
"ENVIPCO HOLDING";NL0015000GX8;ENVIP;"Euronext Growth Oslo";NOK;40,00;40,80;38,80;39,60;"23/02/2024 16:25";CET;5530;218728,60;39,60;23/02/2024
EQUINOR;NO0010096985;EQNR;"Oslo Børs";NOK;267,80;269,40;261,85;265,40;"23/02/2024 16:29";CET;2702233;716029562,65;265,40;23/02/2024
EQVA;NO0010708605;EQVA;"Oslo Børs";NOK;3,01;3,30;3,01;3,20;"23/02/2024 14:52";CET;35902;114682,29;3,20;23/02/2024
EUROPRIS;NO0010735343;EPR;"Oslo Børs";NOK;71,10;72,15;70,70;72,10;"23/02/2024 16:25";CET;100316;7203330,00;72,10;23/02/2024
EVERFUEL;DK0061414711;EFUEL;"Euronext Growth Oslo";NOK;8,01;8,34;7,00;7,30;"23/02/2024 16:25";CET;58170;444005,95;7,30;23/02/2024
"EXACT THERAPEUTICS";NO0010852213;EXTX;"Euronext Growth Oslo";NOK;12,00;12,00;12,00;12,00;"22/02/2024 09:00";CET;6;72,00;12,00;23/02/2024
"FLEX LNG";BMG359472021;FLNG;"Oslo Børs";NOK;266,00;266,40;262,00;264,00;"23/02/2024 16:25";CET;24436;6440259,20;264,00;23/02/2024
FRONTLINE;CY0200352116;FRO;"Oslo Børs";NOK;239,70;242,50;237,75;240,90;"23/02/2024 16:28";CET;809618;194991981,85;240,90;23/02/2024
"GAMING INNOVATION";US36467X2062;GIG;"Oslo Børs";NOK;33,50;35,00;32,15;34,45;"23/02/2024 16:25";CET;141488;4792633,95;34,45;23/02/2024
"GENTIAN DIAGNOSTIC";NO0010748866;GENT;"Oslo Børs";NOK;40,00;40,00;40,00;40,00;"23/02/2024 16:25";CET;32;1280,00;40,00;23/02/2024
"GIGANTE SALMON";NO0011013765;GIGA;"Euronext Growth Oslo";NOK;8,18;8,38;8,18;8,26;"23/02/2024 16:25";CET;19613;161877,26;8,26;23/02/2024
"GJENSIDIGE FORSIKR";NO0010582521;GJF;"Oslo Børs";NOK;171,90;172,70;169,70;172,70;"23/02/2024 16:27";CET;122106;20959087,60;172,70;23/02/2024
"GOLDEN ENERGY OFF";NO0010813843;GEOS;"Euronext Growth Oslo";NOK;1,422;1,488;1,422;1,48;"23/02/2024 15:58";CET;199549;293177,608;1,48;23/02/2024
"GOLDEN OCEAN GROUP";BMG396372051;GOGL;"Oslo Børs";NOK;122,00;124,80;122,00;124,50;"23/02/2024 16:29";CET;1010710;125036799,2489;124,50;23/02/2024
GOODTECH;NO0004913609;GOD;"Oslo Børs";NOK;11,20;12,50;11,20;12,45;"23/02/2024 16:26";CET;1017083;12147365,75;12,45;23/02/2024
"GRAM CAR CARRIERS";NO0011109563;GCC;"Oslo Børs";NOK;226,00;232,00;223,00;232,00;"23/02/2024 16:29";CET;98210;22303142,50;232,00;23/02/2024
"GREEN MINERALS";NO0010907744;GEM;"Euronext Growth Oslo";NOK;5,48;5,48;4,75;5,16;"23/02/2024 16:25";CET;223071;1132917,91;5,16;23/02/2024
"GRIEG SEAFOOD";NO0010365521;GSF;"Oslo Børs";NOK;63,50;63,70;61,10;62,35;"23/02/2024 16:25";CET;605301;37591305,30;62,35;23/02/2024
"GRONG SPAREBANK";NO0010636491;GRONG;"Euronext Growth Oslo";NOK;145,00;148,00;145,00;148,00;"23/02/2024 14:54";CET;200;29150,00;148,00;23/02/2024
GYLDENDAL;NO0004288200;GYL;"Oslo Børs";NOK;510,00;510,00;498,00;498,00;"23/02/2024 11:32";CET;25;12738,00;498,00;23/02/2024
"HAFNIA LIMITED";BMG4233B1090;HAFNI;"Oslo Børs";NOK;74,95;75,40;74,40;75,10;"23/02/2024 16:27";CET;874988;65579681,85;75,10;23/02/2024
"HAV GROUP";NO0010931918;HAV;"Euronext Growth Oslo";NOK;11,30;11,45;11,05;11,20;"23/02/2024 16:07";CET;30927;349630,70;11,20;23/02/2024
"HAVILA KYSTRUTEN";NO0011045429;HKY;"Euronext Growth Oslo";NOK;0,858;0,858;0,83;0,85;"23/02/2024 15:56";CET;107375;91050,47;0,85;23/02/2024
"HAVILA SHIPPING";NO0010257728;HAVI;"Oslo Børs";NOK;4,80;4,80;4,60;4,60;"23/02/2024 15:52";CET;41461;193467,03;4,60;23/02/2024
"HEXAGON COMPOSITES";NO0003067902;HEX;"Oslo Børs";NOK;20,60;20,60;19,92;20,32;"23/02/2024 16:25";CET;262632;3279994,21;20,32;23/02/2024
"HEXAGON PURUS";NO0010904923;HPUR;"Oslo Børs";NOK;7,05;7,39;6,85;6,88;"23/02/2024 16:25";CET;299553;2088951,04;6,88;23/02/2024
"HIMALAYA SHIPPING";BMG4660A1036;HSHP;"Euronext Expand Oslo";NOK;84,60;86,00;82,20;86,00;"23/02/2024 16:25";CET;195470;16466983,00;86,00;23/02/2024
"HOFSETH BIOCARE";NO0010598683;HBC;"Oslo Børs";NOK;2,38;2,38;2,30;2,35;"23/02/2024 16:25";CET;55187;127621,70;2,35;23/02/2024
"HORISONT ENERGI";NO0010917339;HRGI;"Euronext Growth Oslo";NOK;4,10;4,37;4,03;4,37;"23/02/2024 16:25";CET;35750;147203,40;4,37;23/02/2024
"HUDDLESTOCK FINTEC";NO0010859648;HUDL;"Euronext Growth Oslo";NOK;0,93;0,968;0,90;0,968;"23/02/2024 15:35";CET;328305;299161,524;0,968;23/02/2024
HUDDLY;NO0010776990;HDLY;"Euronext Growth Oslo";NOK;0,60;0,60;0,582;0,60;"23/02/2024 16:25";CET;212091;126916,60;0,60;23/02/2024
"HUNTER GROUP";NO0012953720;HUNT;"Euronext Expand Oslo";NOK;2,12;2,275;2,12;2,2545;"23/02/2024 16:17";CET;815723;1799403,6625;2,2545;23/02/2024
HYDROGENPRO;NO0010892359;HYPRO;"Oslo Børs";NOK;11,62;11,98;11,56;11,68;"23/02/2024 16:25";CET;82308;962466,38;11,68;23/02/2024
HYNION;NO0010920945;HYN;"Euronext Growth Oslo";NOK;0,41;0,4395;0,40;0,427;"23/02/2024 16:01";CET;123327;49682,642;0,427;23/02/2024
HYON;NO0011204158;HYON;"Euronext Growth Oslo";NOK;0,21;0,236;0,21;0,235;"23/02/2024 16:25";CET;136332;29269,861;0,235;23/02/2024
"HÖEGH AUTOLINERS";NO0011082075;HAUTO;"Oslo Børs";NOK;109,50;110,00;106,00;106,40;"23/02/2024 16:27";CET;591612;63370532,50;106,40;23/02/2024
"HØLAND OG SETSKOG";NO0010012636;HSPG;"Oslo Børs";NOK;136,00;138,00;131,00;131,00;"23/02/2024 14:47";CET;188;25596,00;131,00;23/02/2024
"ICE FISH FARM";NO0010884794;IFISH;"Euronext Growth Oslo";NOK;24,80;27,60;24,80;27,60;"23/02/2024 16:25";CET;1258;32018,80;27,60;23/02/2024
"ICELANDIC SALMON";NO0010724701;ISLAX;"Euronext Growth Oslo";NOK;126,00;126,00;126,00;126,00;"23/02/2024 16:25";CET;500;63000,00;126,00;23/02/2024
"IDEX BIOMETRICS";NO0013107490;IDEX;"Oslo Børs";NOK;1,90;1,90;1,647;1,7478;"23/02/2024 16:25";CET;532203;908747,6902;1,7478;23/02/2024
INDUCT;NO0010536048;INDCT;"Euronext Growth Oslo";NOK;4,00;5,00;4,00;5,00;"23/02/2024 16:12";CET;316;1489,00;5,00;23/02/2024
"INIFY LABORATORIES";SE0017486103;INIFY;"Euronext Growth Oslo";NOK;10,50;10,65;10,30;10,30;"23/02/2024 15:31";CET;15847;164565,00;10,30;23/02/2024
"ININ GROUP";NO0010864036;ININ;"Euronext Growth Oslo";NOK;2,69;2,79;2,69;2,77;"23/02/2024 16:25";CET;167961;468391,73;2,77;23/02/2024
INSTABANK;NO0010762792;INSTA;"Euronext Growth Oslo";NOK;1,765;1,875;1,72;1,82;"23/02/2024 16:27";CET;213551;388490,55;1,82;23/02/2024
"INTEGRATED WIND SO";NO0010955883;IWS;"Euronext Growth Oslo";NOK;45,00;45,00;44,80;44,80;"23/02/2024 15:57";CET;671;30194,00;44,80;23/02/2024
"INTEROIL EXPL PROD";NO0013119255;IOX;"Oslo Børs";NOK;3,30;3,39;3,25;3,3295;"23/02/2024 16:19";CET;59952;197340,157;3,3295;23/02/2024
ITERA;NO0010001118;ITERA;"Oslo Børs";NOK;11,90;12,00;11,85;12,00;"23/02/2024 16:25";CET;13163;156770,65;12,00;23/02/2024
"JINHUI SHIPP TRANS";BMG5137R1088;JIN;"Oslo Børs";NOK;7,14;7,14;6,50;6,94;"23/02/2024 16:25";CET;8000;52534,40;6,94;23/02/2024
"JÆREN SPAREBANK";NO0010359433;JAREN;"Oslo Børs";NOK;280,00;280,00;270,00;274,00;"23/02/2024 16:19";CET;1052;284476,00;274,00;23/02/2024
KID;NO0010743545;KID;"Oslo Børs";NOK;128,80;129,20;127,00;127,00;"23/02/2024 16:25";CET;34459;4412743,80;127,00;23/02/2024
KITRON;NO0003079709;KIT;"Oslo Børs";NOK;35,20;35,20;34,55;34,80;"23/02/2024 16:28";CET;242995;8459031,65;34,80;23/02/2024
"KLAVENESS COMBINAT";NO0010833262;KCC;"Oslo Børs";NOK;100,00;100,50;98,00;100,00;"23/02/2024 16:25";CET;135979;13505520,90;100,00;23/02/2024
"KMC PROPERTIES";NO0010360175;KMCP;"Oslo Børs";NOK;6,90;6,90;6,66;6,78;"23/02/2024 16:25";CET;1034646;6955424,46;6,78;23/02/2024
KOMPLETT;NO0011016040;KOMPL;"Oslo Børs";NOK;10,38;10,40;10,08;10,34;"23/02/2024 16:25";CET;23138;238978,46;10,34;23/02/2024
